uid,nhits,clinsub,eta,infclr,infnon,infsub,k_dxA0,k_infA0,k_mortA0,k_progA0,kappa,lambda,multiplier,muTB,nonrec,nonsub,p,r,relnon,relsub,subclin,subnon,t
3535d4df1a138076d6465798b6f1fa3d,14,0.480221837117732,0.84706017660224,2.79589137589341,0.217229253356957,0.0454430146215275,0.689155277666015,0.746735065073186,1.20752187533109,0.744919419873113,0.0358534618784722,0.00419193653990156,0.201805694294375,0.224834545401745,0.196852265942898,0.222730854230154,0.157933142684999,3.34723056292153,0.00487430615894925,0.00624552945259652,1.01823818883977,1.70764633820343,0.980681316339519
7111675bab02e57e57744b227be3190b,14,0.510081947621611,1.00579140397391,0.989368489896682,0.126645269111637,0.0718909816179415,0.58372659114755,0.886266450134992,1.2313790332134,0.591101322208646,0.00130837402364752,0.00166133914402699,0.548196607473435,0.286305983464416,0.181711226209422,0.251759622021176,0.218877009416482,3.60540866842807,0.00683107303405665,0.00565943945501561,1.25263289974809,1.70386725938025,0.960995538864509
949c94cafe23e145c1c357dde461c9a4,14,0.523980943496633,0.975643990650318,1.56107854528033,0.091336778950565,0.0171519991868897,0.575642171743946,0.46359106302562,1.02348288442196,0.903975140743767,0.109440485409021,0.00605207996891936,0.452837490280537,0.144610756038356,0.181840262595612,0.2147176884037,0.186201031691422,3.01930550748934,0.00914557810726044,0.00478796843380564,1.27581910169539,1.81764900582906,0.975612750261505
3109391d3efc50ffa6c5b2771ec847ce,14,0.604133838617529,1.31564193407557,1.05774045806728,0.0913877052085359,0.0151702795639624,0.689240660176517,0.787590871687048,1.46665280242792,0.649284876529293,0.0132410588354775,0.00531297021490172,0.415754263454907,0.327129067614758,0.229378039390326,0.271829244009102,0.201863690669229,3.00727063065527,0.00356016275727452,0.00497612269099296,1.68210505575555,1.96359483296494,0.914775651919539
9d03ee2bb88591638afa8abd91dc5ce5,14,0.71186862092688,1.0616614243328,1.75444410399671,0.0518977736235349,0.0346960565924002,0.67368289975589,0.587654671371311,1.35156459201088,0.956311757482187,0.00447080275399077,0.00587449615524677,1.0919607871065,0.287913218680099,0.153886359056786,0.253935723043171,0.271930123915771,2.37324701572344,0.00420592358902398,0.00880193663157869,1.43259925795576,1.7017934230487,0.882284228595566
50c5ced754bdd9c1b2557ad1fdd6a0f0,14,0.529263491964313,1.15143041608264,0.935555803828758,0.167123599676941,0.0432528267152724,0.840419371781602,0.861056526840502,1.33491267375497,0.636130722665588,0.0320275596784192,0.00216458227116391,0.0375888941918754,0.265873415066977,0.218317822277662,0.245624843297781,0.201566649310763,2.61466995871165,0.00416821393970273,0.00609215643466807,1.28783534110383,1.78912012432728,0.98464141016847
78d75c57959f5ad32a040832598e4b27,14,0.652254213965709,0.920870377078812,1.45612242803124,0.0979139911604326,0.0121089635331829,0.549627706466437,0.8037385185729,1.14642470923803,0.771019721049544,0.0955488387398533,0.00384775630675758,0.74284018735905,0.175230309717562,0.181686789415752,0.273715034025201,0.240838085185988,4.10133528528459,0.00492160617186574,0.00796360046244412,1.10585415882207,1.45933253488391,0.905223750316918
c2439aea0f1c05d9295748631f1ff83b,14,0.641288639980724,0.985684133443864,1.64862106389873,0.0584259202804894,0.0294869067160795,0.596620791482088,0.895757686937647,1.21857346868048,0.578591205574445,0.0508392793462567,0.00539202718788956,1.59694957804757,0.237384311074802,0.194005533124043,0.26466358983307,0.232312380994856,2.17985607333084,0.00161385446604267,0.00961302719680852,1.41137404736086,1.53987881338568,0.878681015239337
29ec6a15d645e19c1705a9501bf81071,14,0.683723675222085,0.928411994348553,1.10514578497088,0.0771891772556161,0.0270235860055918,0.635997871533479,0.513200750057367,1.04715556155657,0.869816444231513,0.0913357406638972,0.00407775257917906,1.25002032236141,0.166781304502773,0.187946470987563,0.256384410330892,0.246944964535556,4.0354116294706,0.00769306364818661,0.00801275114062644,1.15819513082685,1.9319720489937,0.95036550484027
962130ea9bccbf10eee8062659d7d090,14,0.513045432190667,0.922839581671575,1.09739971099208,0.0657561462582121,0.0459545972287238,0.570404273760856,0.591735834587929,1.24142404071309,0.800037017029588,0.0135906641099294,0.00286152321815426,0.34048335752809,0.240811362973197,0.17003220399762,0.225922656455025,0.198124224098569,3.80195490559805,0.000320457491471131,0.0087191955893782,1.26942391665891,1.4767422137175,0.943015313796668
e0339441a1e82886904a657fd660b314,14,0.648665010440761,0.846107056233527,2.51382388079031,0.185449005046944,0.0108211933009391,0.93675881054765,0.44712867411932,1.04537480785987,0.975494833745701,0.0633334072596374,0.00610086360251848,1.3912097974066,0.194274105068318,0.220972501305173,0.215745564001991,0.235441642528427,3.48443127448399,0.00701609035166991,0.00849694111846766,1.34376489018284,1.63987678461297,0.983241094756367
e7de74e2c70445996972deeda903f464,14,0.55159847331533,0.919881219302469,1.351784139497,0.0729979029450965,0.0799979885700532,0.994920524458113,0.40539563456115,1.05441219350391,0.969098997924904,0.0441315702037363,0.00341450765928021,1.40070373270921,0.231725886452679,0.227917026784872,0.252507491653257,0.175918200782706,3.33581015703616,0.00560135217771339,0.00107497308447002,1.20145364479837,1.98083722960387,0.976968899653458
0f498932715c5a4ae9ed3e2f31e560f3,14,0.716362255971278,1.02656253308015,0.964889242948942,0.125231264235888,0.0119733940777189,0.690855546303309,0.505885498639456,1.37715222660809,0.885754539551609,0.00411159265159705,0.00348283899058423,1.59166787023725,0.243578432743082,0.210320407275385,0.261110771242224,0.194099055054106,2.98606551027276,0.00896966025778701,0.00303691252456152,1.54599113930719,1.69342445728069,0.906229705999093
28ca4aeffd0727dc37c06582cf289171,14,0.702248072377694,0.730940541125565,2.58471753315488,0.198640433178235,0.0925533559009719,0.822080598760896,0.595943015547356,1.15183699459114,0.744584792750631,0.0109392868724713,0.00283964649297818,1.57718379685434,0.219254671828106,0.202397881478572,0.246688692651848,0.227468664887065,4.05639170274219,0.00969804820048673,0.00829850588305152,1.21698880619057,1.63166774889461,0.942665910698255
bdbd23395454d8e4b095ab9544a163c0,14,0.69136123078677,0.754704628089729,1.76178965472156,0.171181912141139,0.0644578198219328,0.870568444005747,0.509852738387457,1.04170388390932,0.723724800913326,0.0771382598942195,0.00318079954748176,1.37089281429629,0.192410995835367,0.218366758384203,0.244333383973979,0.192879405815277,4.10662157752115,0.00934011932529154,0.00213432224972679,1.33135717227259,1.97091596827511,0.973763677293954
89f2d45feb8d4128fb5618c86c1f2d7e,14,0.696315899457559,0.948057056342923,1.21617630768553,0.19281067762438,0.0378547373028844,0.865216431539977,0.856378725528974,1.49801631493368,0.740989747957898,0.0199297196032178,0.00190877576108409,1.60013693055038,0.271017473379064,0.143211658632958,0.231701336549623,0.190875163555196,2.66362738757958,0.00862593127764478,0.0031290502809639,1.45838293787584,1.94086380223473,0.956987042271291
3afbe7117de665f8a43bba90ed3c3011,14,0.717566096047879,1.33110624001565,1.1052055222023,0.0495708676450328,0.0336032691305363,0.675771821643654,0.42388980125633,1.15825273389916,0.969026597399193,0.0189642011479671,0.00568187053178639,0.759937341192191,0.357698832219101,0.212340598370044,0.239469795497004,0.183432604075456,2.24249081367733,0.000417870707750659,0.00707198715242451,1.52520928767495,1.52764056140094,0.893392065084351
4664d99877cc873d9aa7dc9732c8bd56,14,0.544000328,0.795581649,2.203966457,0.129414395,0.045055378,0.662128766,0.727690673,1.051762167,0.848225588,0.045307292,0.003968787,0.553565125,0.203899746,0.162945031,0.227802132,0.154525053,3.982154873,0.007190029,0.008313219,1.21141512,1.810589562,0.878299644
2cc25acdabfb311542269b9549f909de,14,0.707579342659609,1.11432211273407,1.62570263996412,0.0639366488715804,0.0308446814350977,0.654361225029162,0.549198224458004,1.33696613881947,0.916254939110027,0.00160136228847927,0.00564787466521397,1.16922375609973,0.328253125958111,0.153548076320187,0.243320721459571,0.254382035036396,2.28758137927423,0.0050199686762407,0.00840887975613904,1.37009546010761,1.66037468906535,0.870001021695274
1fe348c7856237d1137addf42e1d78ef,14,0.578512966015653,1.11167206723729,1.94288735309833,0.191271191010175,0.0455682019539503,0.657387303366108,0.777719655279597,1.09059852300011,0.757430867181128,0.00162987874406159,0.00317232874050438,0.00493234840349027,0.325855385886632,0.188657051439703,0.259697713598448,0.190641062315204,2.47603009041536,0.00294999853221028,0.00884129720674686,1.30487718705855,1.69625052659768,0.870331208123095
b3db64ad96926a8498daaae4dd407697,14,0.553373635873774,0.84390184172633,2.1186068883993,0.130450125183581,0.0454596693710233,0.646232461302737,0.743676728090325,1.05323487336913,0.845929537118966,0.0446998899018024,0.0040271712420388,0.650778828474961,0.203026261766363,0.168328662913532,0.227966452050785,0.149232718959299,4.01187264647251,0.00683723842107961,0.00850961565659517,1.14093381983738,1.81058926711789,0.870615515788469
c55bc95b6df75710099120c191b01e93,14,0.554822275221384,0.833929875152362,2.14954664475183,0.127695492763963,0.0456243005521684,0.642161957805707,0.745254716846214,1.04951313678853,0.851414895259862,0.0455385679129935,0.00410441514383432,0.627736912621547,0.204186649489083,0.168496548253583,0.227535402448688,0.149347237985131,4.04478508994973,0.00684545242465371,0.00839297282423961,1.13424971228352,1.80290768528159,0.870889644756998
46f7c1eedd7f6922370a253726f11bbd,14,0.553527096807061,0.849189370935959,2.14177633020212,0.129441925971104,0.0454300766120194,0.64747876385945,0.747794487463597,1.0501649341977,0.843733690595807,0.0449622261267347,0.00409764401177828,0.63823898291624,0.200660043609698,0.168933392830739,0.228183630418767,0.148918174721447,4.01313297356003,0.00687092538310485,0.00846549219208905,1.13499662436524,1.80978680407643,0.871115503509297
85aaedab2b6eb813981fd31e60c17bab,14,0.562676649195787,0.939590590935213,1.30681343172417,0.133239570419639,0.0300019357120507,0.867569427377326,0.558711570057579,1.23409303454807,0.776130270134639,0.0108289528341292,0.00372945834385353,0.411131647034434,0.232489502935698,0.185637462434779,0.227622165979936,0.227131952893398,2.49119482579041,0.00796585672395707,0.00617613137936562,1.09573165032648,1.80414091275017,0.871438851804907
37123581cae0234c7c3aeb86447f88c7,14,0.690683658491192,1.19398627813338,1.73428509742517,0.06310351122995,0.0318220041626139,0.592902057948184,0.56171987080254,1.22681142674866,0.821353341926279,0.00163666209198188,0.00592077199134033,0.774049172188701,0.320051392322317,0.155386635818134,0.250743671933224,0.222354570702563,2.35594637808008,0.00640359892852599,0.00805797552604961,1.4414329734643,1.62405494721153,0.871739212895906
e8952335f4ff033a16d2e138607d1535,14,0.554831435080113,0.831998239724142,2.15154956897362,0.127937610998141,0.0451179393053702,0.642219147929187,0.744801610237274,1.04979822844758,0.850085343550047,0.0453903786541666,0.00412140298338485,0.643057844279695,0.204919828915295,0.168461558350834,0.227567859196625,0.149781549911645,4.03090221207216,0.00686880848834561,0.00844221366488511,1.14020383931853,1.80579453250004,0.872056098564557
20e1a1c4c9cde7f64e39d3738d472bd0,14,0.556125076431984,0.838418005548594,2.15970400720831,0.130579575117311,0.0468557716426714,0.642951547262455,0.735794078431612,1.04612730713726,0.853383705484302,0.0457635066984459,0.00407682878192802,0.612641664582387,0.206478772799872,0.168554353947972,0.227516557677201,0.147990528851745,4.05038086805575,0.00681244529716941,0.00832724109021153,1.12108247863583,1.80267033154151,0.872262947171955
36b4e9c12eba202d714e7c54fc940e97,14,0.716328503435629,1.00025662115624,1.67180836407324,0.0491251192775414,0.0344236450324071,0.665849805641688,0.602957168380397,1.3538006592041,0.986201012888774,0.00387998694829177,0.00571837657577066,1.20685303998989,0.283751018680779,0.151329367424082,0.253217756880469,0.280446453793018,2.28192378704364,0.00417928446702942,0.00857370009750337,1.4300850067774,1.76466656444877,0.872477367440611
1a46000c04d958038e62d7856945fa3b,14,0.51976914862018,0.887431651715687,2.22176373434152,0.133908857134558,0.0523619356532949,0.678883684148288,0.701011118820427,1.04087400551483,0.877542441526731,0.0370782558175623,0.004000679966633,0.406106667384809,0.239046916783131,0.160540162179216,0.232581030068673,0.161318168563813,4.09407994186162,0.00880122357887798,0.00846242002826842,1.11559510982794,1.89233080123249,0.872866918086887
f9c340934591fedd1fbd72e09d24656e,14,0.52610804542053,0.954869911455507,1.58438010417613,0.164737622522859,0.0382769881548109,0.915420397103768,0.815428392406536,1.32977899267607,0.751104694055601,0.0160581636357983,0.00306226319629476,0.813617340042569,0.263028543238513,0.162088530502057,0.21771936672763,0.235283196900663,2.55439280451483,0.00796133696697359,0.00606195498586505,1.2859737005868,1.89529564194909,0.87319786917604
5dc38d730ebc5656aacc1c46ba70acae,14,0.716400199782556,1.0478595929896,1.61212042346844,0.0434697565738013,0.0341797342342397,0.665769293758524,0.616388941954746,1.33428955214582,0.997569204905872,0.00708543366017654,0.00585786584270115,1.19727534681988,0.279684485930066,0.149539971014312,0.256699320747929,0.28196881033863,2.1839137089287,0.00437442460506073,0.00874963143431416,1.45312353554575,1.78879113027298,0.873542954604954
0862359a0dabcac5c08ce6668e6769cd,14,0.615599676309896,0.803109715860891,1.3472655190493,0.0933868245747919,0.0119498149472105,0.511986536526289,0.757408762688804,1.13919571086962,0.74814037896002,0.0779471332830369,0.00374992571325593,0.712981392283023,0.163808574530411,0.183034262751571,0.271923696089139,0.242223024331059,3.82777273511791,0.00499782222621963,0.00821949526952985,1.05777455770109,1.45431580616168,0.873905316165159
d8a16f9f3ac2a1ace589babaf662b916,14,0.549801419579068,0.829828270301399,2.16192288956032,0.130760741415393,0.0457527012705053,0.651581668182937,0.74821648509573,1.04400244308335,0.852910315002401,0.0495590072236542,0.00396645899548781,0.574390589278087,0.206431131217961,0.165488631868937,0.227622382727702,0.152431462161538,4.02648575222129,0.00709573793826895,0.0084559672537739,1.15659939876318,1.80543716323566,0.874188633724033
e37cc07e7354b50f80aa3ffc9f54c5c5,14,0.57874074245312,0.97781433915562,1.15712332224746,0.119031415563346,0.0313442668772137,0.874008502368535,0.506324362392079,1.23126111542975,0.795824848116449,0.0123606785468337,0.00360214721801574,0.197089664150054,0.268014339447505,0.181705554952054,0.230848927271131,0.21469353399647,2.64701891937833,0.00772481455474716,0.00732449462349324,1.16024692679095,1.79391320831232,0.874503809221426
1f1ec2be9c2e185aa74ce841f724f5dc,14,0.649700805789855,0.929748160108724,1.25277343733983,0.0828073688485015,0.0121916741793782,0.524967549643373,0.781287780371306,1.18932136102474,0.691178759090933,0.0543952058029151,0.0042338419797544,0.4540311416717,0.194542086554038,0.193014609334951,0.276386601841303,0.253733242996894,3.87587904459494,0.00657307873459351,0.00656315648910519,1.26496294013804,1.47876082526796,0.874728669545291
e6e07c38dd524679a4e24f76d9d662ad,14,0.56048084820956,1.03445633013009,1.98409520305229,0.195744427789601,0.0456485837886229,0.633732155040448,0.839669428845722,1.11925412548526,0.731829012416742,0.0113316365576526,0.00291072130341082,0.154812361889009,0.288434341119435,0.175467695456347,0.261126725151007,0.173652070840058,2.32410766973513,0.00439185846621497,0.00921988295433326,1.30125759974578,1.75576758168023,0.875024531452392
0fc53d11437a913ed657ed011879a7bd,14,0.546658715430366,0.840063896706504,2.14685124792447,0.130731891270835,0.0456780499942503,0.651848230233146,0.741580247069763,1.04864907972726,0.850978684437082,0.0501842808200425,0.0039662016865569,0.565596636893124,0.201282975166679,0.164906053737045,0.227045316286524,0.152421438510564,4.03855606358023,0.00709555573446946,0.00859900503202477,1.15656994408949,1.80556346562083,0.875250712160013
1690240d45a7c90938c3c85ffd8dd189,14,0.640043363178527,1.20801616307468,1.66965686991907,0.171920807224602,0.025089437495447,0.551343616954444,0.885462526576961,1.3255920123685,0.715233729398741,0.0198337447008275,0.00371581709811158,0.402234639668224,0.312513389605444,0.175099193884476,0.232194004681129,0.159780993329369,2.94843708682731,0.00116105843841938,0.00961904801560026,1.56690068454114,1.82978194837973,0.875498863194726
4c1f0c8d377ad98cc802a8aa534038c2,14,0.549822413417192,0.828041680313823,2.16156273183333,0.130129959430393,0.0457783142896458,0.651429368294971,0.751930616427965,1.04476110345989,0.852359803079248,0.0494750162352255,0.00399296743906912,0.571590436425608,0.207420460332219,0.165351949403544,0.227750547339943,0.151802388527391,4.03558340887657,0.00707013987838561,0.00846881631952846,1.15019748814323,1.8082668532588,0.875753794844887
b6762ff7756170a6e8aefb519cfd0c5f,14,0.717761478029147,1.04192098431311,1.58807859106857,0.0419205797821502,0.0337028592723019,0.668589142780901,0.618591724982453,1.33144749594168,0.999496817333886,0.00847341236429218,0.00591131809387853,1.19455037766976,0.278932294011997,0.149932627783509,0.257644239409017,0.28138672611718,2.16187282166017,0.00440574541749102,0.00873449383215633,1.42315880350849,1.79473838591058,0.875975063619987
b3903be2e1578e01fbde6d31ef1537bc,14,0.709478244266588,1.04393052699621,1.71250154087587,0.0540853517494069,0.0342817382187378,0.68001981306552,0.585893425592371,1.366706004294,0.971464856549004,0.000619402227932283,0.00575147826425945,1.0917246217242,0.278815990455124,0.154603984938244,0.252162172515354,0.272006167053121,2.33299402040193,0.00434624266526231,0.00866562715952575,1.47762993369681,1.74061683371275,0.876168509042985
e8f387ac06296d73426159a3ad572d6f,14,0.713156370661337,0.981379380876385,1.69535559325638,0.0491839373599348,0.034766860292228,0.666288005470918,0.59639291287948,1.35396966566658,0.991698602274509,0.0040972946796408,0.0057801385233596,1.18302000986071,0.276932026707429,0.153036139024825,0.254363151708687,0.278782680850848,2.30276667074903,0.00415739159267693,0.00841142280901724,1.36408176252122,1.77448193849431,0.876380118436334
b2b3bf79ad367497434a5f34cbb08e3e,14,0.549498546189944,0.837920751040978,2.16020051898106,0.129436881658571,0.0454108238339792,0.65259923270178,0.749608468034824,1.03929266284478,0.849604031360329,0.0492342552129976,0.00404534861774062,0.582164042026911,0.206725137565412,0.166108328741106,0.227915667358971,0.151815013392416,4.03921385412964,0.00692752043685215,0.00847482491273569,1.13124511300961,1.80604058069795,0.876574467651296
40ab5b9867b2c598651fa238c721aa96,14,0.607892229324703,1.08084514145806,1.09803168177502,0.151744241018596,0.0377702573209151,0.971697911986051,0.659438558966076,1.19869666186095,0.713667801440108,0.0141436298656994,0.00281913179177207,0.350296551916159,0.278455854167854,0.177154199196805,0.222413912499565,0.236462061667123,2.69644740817205,0.00838415207911736,0.0064208240782954,1.27939090148475,1.87014008464503,0.876784645805359
dea600d34074dbf32945e4f38c7eab6e,14,0.536760529069358,0.832933389581026,2.24059069974643,0.136309777367703,0.0499508107839099,0.648029663447909,0.721069555023255,1.06642993347431,0.867862801287315,0.0413584498451726,0.00391982278908603,0.565385482281014,0.208875239938808,0.165961566565201,0.230760733559461,0.153276410314543,4.0917851534578,0.00748669208365778,0.00867719268645616,1.10944921001797,1.80891129917286,0.876974456518628
0fd58948f02ea987917c8a4498093fcf,14,0.71646897633651,1.06632802612767,1.62336532275022,0.109535960656324,0.0167173417397992,0.737924285988963,0.649044717558771,1.1232102511876,0.670629739209571,0.116992935452826,0.00618153995776854,1.0696642053713,0.143203367220156,0.223505119409995,0.257320103129377,0.276891100182914,2.8191376095316,0.00580280184517417,0.00878018904003926,1.2590293618393,1.90266768991941,0.877184252665481
ba40f1cd1bd741953cccc62a47d06c0f,14,0.497696607271638,0.985170647435273,1.71695542742823,0.146958486899443,0.0402477913455363,0.769692868913652,0.699281802466829,1.28335055218125,0.825209752870756,0.0151091251735484,0.00361977121847418,1.02696425112037,0.247440634761965,0.173086761153661,0.22237477361885,0.25890513933579,2.2632357719337,0.00826884300814692,0.0072690226406027,1.11457419233206,1.8359737755971,0.877402494459517
a6f36a86f76470e8f0bf8e44888a341a,14,0.574894379173174,1.00609489830732,1.5490069675941,0.166443875731286,0.0461654311950977,0.84414226207302,0.769188397124209,1.23699869330739,0.769475905674368,0.0359665324144826,0.00305279846957797,0.797752903845614,0.277026350667317,0.162168313075333,0.217951786564711,0.251392085397278,2.53333962174655,0.00880718934612483,0.0076344399928236,1.19877213571597,2.01034485478257,0.877565723382565
163b26e535c4a915cf195e38ad2c9faf,14,0.622506163679388,0.921589402587455,1.88026046411736,0.138576052297751,0.0396167914416255,0.555199940999679,0.560317348192657,1.20905673280118,0.830830126665287,0.0205375394779646,0.00455511364597227,1.14231199488291,0.237934119304078,0.208225065875637,0.23168703949811,0.144012718047152,3.33708616068085,0.0083571204437461,0.00720600164687516,1.28086366276388,1.67698615541605,0.87780195662892
d62e1d5a46c1736c78d5449e59f6312a,14,0.708227280778479,1.05863535605203,1.73214750243323,0.0546316025071123,0.035346347667871,0.68127149435469,0.569655483359389,1.37130330893248,0.969444226701581,0.00103736026869125,0.00576306672566449,1.09579273324735,0.28177926529593,0.154183051605168,0.252761335923838,0.272924824260461,2.3333653958304,0.00426580448605621,0.00866688088354944,1.48743680002751,1.73971142920434,0.877998473492596
